,Date,Open,High,Low,Close,Volume,% Change,-% Days,+% Days,RSI,Low_14,High-14,K %,R %,MACD,MACD_EMA,Price ROC,Prediction
16,1980-01-24,113.440002,115.269997,112.949997,113.699997,59070000.0,0.2599949999999893,0.0,0.2599949999999893,85.05395993649414,105.800003,115.269997,83.42132001350785,-16.57867998649215,-0.7886829381860707,-0.5660539547470069,0.034388637816387124,1.0
17,1980-01-25,113.699997,114.449997,112.360001,113.610001,47100000.0,-0.0899959999999993,0.0899959999999993,0.0,83.24829812781698,106.290001,115.269997,81.51451292405913,-18.485487075940867,-0.8462502478081717,-0.6231212462909697,0.029262584596736252,-1.0
18,1980-01-28,113.610001,115.650002,112.93,114.849998,53620000.0,1.2399970000000025,0.0,1.2399970000000025,87.47546082741107,108.410004,115.650002,88.95021794204914,-11.049782057950862,-0.9597424836826747,-0.6914299255856878,0.033381312159270315,1.0
19,1980-01-29,114.849998,115.769997,113.029999,114.07,55480000.0,-0.7799980000000062,0.7799980000000062,0.0,73.93427736217883,108.470001,115.769997,76.71235710266131,-23.287642897338692,-0.9847911881575726,-0.7507865129603075,0.027194929476949126,-1.0
20,1980-01-30,114.07,115.849998,113.370003,115.199997,51170000.0,1.129997000000003,0.0,1.129997000000003,79.29258827777014,108.889999,115.849998,90.66090383058958,-9.33909616941042,-1.0671011438818425,-0.8146383685640916,0.040650407605702155,1.0
21,1980-01-31,115.199997,117.16999799999999,113.779999,114.160004,65900000.0,-1.0399929999999955,1.0399929999999955,0.0,65.08447049756548,109.339996,117.16999799999999,61.55819628143142,-38.441803718568586,-1.0483526238203211,-0.8617286848202685,0.02782032952192326,-1.0
22,1980-02-01,114.160004,115.540001,113.129997,115.120003,46610000.0,0.9599989999999963,0.0,0.9599989999999963,70.68016230916373,109.449997,117.16999799999999,73.44566406144253,-26.55433593855748,-1.0866042591209322,-0.9069708623589271,0.026940277019451786,1.0
23,1980-02-04,115.120003,116.010002,113.83000200000001,114.370003,43070000.0,-0.75,0.75,0.0,61.75806017441475,109.809998,117.16999799999999,61.9565896739131,-38.0434103260869,-1.051927853373087,-0.9360998181663451,0.02564793246080299,-1.0
24,1980-02-05,114.370003,115.25,112.150002,114.660004,41880000.0,0.29000100000000373,0.0,0.29000100000000373,63.79698196704295,109.809998,117.16999799999999,65.89682065217403,-34.10317934782598,-1.0327500831686365,-0.955503174976287,0.01075460136187223,1.0
25,1980-02-06,114.660004,116.57,113.650002,115.720001,51950000.0,1.0599969999999956,0.0,1.0599969999999956,70.44315664368666,109.879997,117.16999799999999,80.10978324968681,-19.89021675031318,-1.0801474408546028,-0.9805075993876389,0.01776608666049473,1.0
26,1980-02-07,115.720001,117.870003,115.220001,116.279999,57690000.0,0.5599980000000073,0.0,0.5599980000000073,73.4178784731125,110.660004,117.870003,77.94723688588591,-22.052763114114082,-1.144148773234832,-1.0133151579663662,0.0235014345259974,1.0
27,1980-02-08,116.279999,118.660004,115.720001,117.949997,57860000.0,1.6699979999999925,0.0,1.6699979999999925,80.25557922325027,110.91999799999999,118.660004,90.82679005675185,-9.173209943248155,-1.3001296387155463,-1.0707892251302062,0.026991720104339922,1.0
28,1980-02-11,117.949997,119.050003,116.309998,117.120003,58660000.0,-0.8299939999999992,0.8299939999999992,0.0,69.93877103454187,110.93,119.050003,76.23153587504822,-23.76846412495177,-1.3468799634197808,-1.1260929511590871,0.026737994214079075,-1.0
29,1980-02-12,117.120003,118.410004,115.75,117.900002,48090000.0,0.7799990000000037,0.0,0.7799990000000037,73.61642426703062,112.150002,119.050003,83.33332125604036,-16.66667874395964,-1.424395140487107,-1.1858273366121654,0.023437544013130474,1.0
30,1980-02-13,117.900002,120.220001,117.57,118.440002,65230000.0,0.5400000000000063,0.0,0.5400000000000063,75.96525236042737,112.150002,120.220001,77.9430084192081,-22.056991580791898,-1.5079277191116773,-1.250311274911357,0.03749122153149198,1.0
31,1980-02-14,118.440002,119.300003,116.040001,116.720001,50540000.0,-1.7200010000000105,1.7200010000000105,0.0,57.237648712999246,112.150002,120.220001,56.629486571187904,-43.370513428812096,-1.4291417130387174,-1.2861057218193963,0.01389852291786342,-1.0
32,1980-02-15,116.699997,116.699997,114.120003,115.410004,46680000.0,-1.3099969999999956,1.3099969999999956,0.0,47.045325051602646,112.150002,120.220001,40.396560148272656,-59.603439851727344,-1.2540447494503155,-1.2796894605568598,0.009093302200927633,-1.0
33,1980-02-19,115.410004,115.66999799999999,113.349998,114.599998,39480000.0,-0.8100060000000013,0.8100060000000013,0.0,41.74219209746087,112.150002,120.220001,30.359309833867385,-69.64069016613261,-1.0423617900721212,-1.2321998463647381,-0.0005233385479386232,-1.0
34,1980-02-20,114.599998,117.18,114.059998,116.470001,44340000.0,1.870002999999997,0.0,1.870002999999997,55.19575180137851,112.150002,120.220001,53.53159275484418,-46.46840724515582,-1.0047613152097057,-1.1866936806398771,0.0064811613681199365,1.0
35,1980-02-21,116.470001,117.900002,114.440002,115.279999,51530000.0,-1.1900019999999927,1.1900019999999927,0.0,47.19340011445866,112.150002,120.220001,38.78559340589763,-61.214406594102364,-0.8742921312739469,-1.1241930881648183,-0.008599931274509198,-1.0
36,1980-02-22,115.279999,116.459999,113.43,115.040001,48210000.0,-0.23999799999999993,0.23999799999999993,0.0,45.65315234119737,112.150002,120.220001,35.81164012535819,-64.1883598746418,-0.7440319059310809,-1.0481411074950553,-0.024671437677103003,-1.0
37,1980-02-25,114.93,114.93,112.620003,113.33000200000001,39140000.0,-1.7099989999999963,1.7099989999999963,0.0,35.995112412012176,112.150002,120.220001,14.62205881314245,-85.37794118685756,-0.5038662202340731,-0.9392635170520259,-0.03235998038695398,-1.0
38,1980-02-26,113.33000200000001,114.760002,112.300003,113.980003,40000000.0,0.650000999999989,0.0,0.650000999999989,41.42964454007724,112.300003,120.220001,21.212126568718755,-78.78787343128124,-0.3596035644059725,-0.8233122608158233,-0.03324850664548762,1.0
39,1980-02-27,113.980003,115.120003,111.910004,112.379997,46430000.0,-1.6000059999999934,1.6000059999999934,0.0,33.37978877620033,111.910004,120.220001,5.655754147685042,-94.34424585231496,-0.12033412572387192,-0.6826979429486413,-0.05116518826131056,-1.0
40,1980-02-28,112.379997,113.699997,111.33000200000001,112.349998,40330000.0,-0.02999900000000366,0.02999900000000366,0.0,33.24006451459816,111.33000200000001,120.220001,11.473522100508596,-88.52647789949141,0.07064420237885827,-0.532013490363709,-0.03744005279780627,-1.0
41,1980-02-29,112.349998,114.120003,111.769997,113.660004,38810000.0,1.3100060000000013,0.0,1.3100060000000013,44.868083722899485,111.33000200000001,120.220001,26.209249292378956,-73.79075070762104,0.11864912047661846,-0.4018698968031294,-0.015163330208358694,1.0
42,1980-03-03,113.660004,114.339996,112.010002,112.5,38690000.0,-1.1600040000000007,1.1600040000000007,0.0,38.08962921177631,111.33000200000001,120.220001,13.160833876359199,-86.8391661236408,0.244286645446536,-0.27262979272749316,-0.01832459019763677,-1.0
43,1980-03-04,112.5,113.410004,110.83000200000001,112.779999,44310000.0,0.27999900000000366,0.0,0.27999900000000366,40.589410021552496,110.83000200000001,120.220001,20.76674342563826,-79.23325657436175,0.3182238348786228,-0.1544526330296911,-0.03168199509159442,1.0
44,1980-03-05,112.779999,113.940002,110.58000200000001,111.129997,49240000.0,-1.6500020000000006,1.6500020000000006,0.0,31.846182162632076,110.58000200000001,119.300003,6.307281386779609,-93.69271861322039,0.5002851695142567,-0.023499368701798633,-0.03599932369881442,-1.0
45,1980-03-06,111.129997,111.290001,107.849998,108.650002,49610000.0,-2.4799950000000024,2.4799950000000024,0.0,23.184953149867198,107.849998,117.900002,7.960235637717171,-92.03976436228282,0.8296502422515459,0.14713649928107903,-0.05554588790380832,-1.0
46,1980-03-07,108.650002,108.959999,105.989998,106.900002,50950000.0,-1.75,1.75,0.0,18.98164567977831,105.989998,117.900002,7.640669138314317,-92.35933086168569,1.2142189321637034,0.36055893520680793,-0.05673696185057864,-1.0
47,1980-03-10,106.900002,107.860001,104.91999799999999,106.510002,43750000.0,-0.39000000000000057,0.39000000000000057,0.0,18.13616281919188,104.91999799999999,117.900002,12.249641833700565,-87.75035816629943,1.5319020372635919,0.5948327800994863,-0.06553782070000469,-1.0
48,1980-03-11,106.510002,108.540001,106.18,107.779999,41350000.0,1.2699970000000036,0.0,1.2699970000000036,29.872794448698514,104.91999799999999,117.900002,22.033899219137446,-77.96610078086256,1.6640423628198704,0.8086785117789025,-0.04093253357178861,1.0
49,1980-03-12,107.779999,108.400002,105.41999799999999,106.870003,37990000.0,-0.9099960000000067,0.9099960000000067,0.0,26.707140342577148,104.91999799999999,116.459999,16.897788830347622,-83.10221116965238,1.8196693467187686,1.010879564676738,-0.04877610233691332,-1.0
50,1980-03-13,106.870003,107.550003,105.099998,105.620003,33070000.0,-1.25,1.25,0.0,22.86648408386567,104.91999799999999,115.120003,6.862790753533984,-93.13720924646601,2.018652995966548,1.2124365523086642,-0.07073729295311304,-1.0
51,1980-03-14,105.620003,106.489998,104.010002,105.43,35180000.0,-0.19000299999999015,0.19000299999999015,0.0,22.303938194497817,104.010002,115.120003,12.781258975584315,-87.21874102441568,2.1663415625122155,1.4032192970324606,-0.06284444444444437,-1.0
52,1980-03-17,105.230003,105.230003,101.82,102.260002,37020000.0,-3.1699980000000068,3.1699980000000068,0.0,15.135755084724309,101.82,115.120003,3.308284968056073,-96.69171503194393,2.5061773216141887,1.6238125139355446,-0.093278924395096,-1.0
53,1980-03-18,102.260002,104.709999,101.139999,104.099998,47340000.0,1.8399959999999993,0.0,1.8399959999999993,30.166973901976306,101.139999,114.339996,22.424239944902997,-77.575760055097,2.5990984377569646,1.8188708390120747,-0.0632592386374311,1.0
54,1980-03-19,104.099998,105.720001,103.349998,104.309998,36520000.0,0.20999999999999375,0.0,0.20999999999999375,31.758695425637256,101.139999,114.339996,24.01514939738237,-75.98485060261763,2.625674933379173,1.9802324125421467,-0.039944812886427816,1.0
55,1980-03-20,104.309998,105.16999799999999,102.519997,103.120003,32580000.0,-1.1899949999999961,1.1899949999999961,0.0,27.63951847751025,101.139999,114.339996,15.000033712128833,-84.99996628787116,2.710254543937893,2.1262373850907523,-0.03536013965649887,-1.0
56,1980-03-21,103.120003,103.730003,101.550003,102.309998,32220000.0,-0.8100050000000039,0.8100050000000039,0.0,25.084234797585367,101.139999,113.940002,9.140615045168268,-90.85938495483174,2.809434852837299,2.2628772876245176,-0.039432953911689994,-1.0
57,1980-03-24,102.18,102.18,98.879997,99.279999,39230000.0,-3.0299989999999895,3.0299989999999895,0.0,17.929665104796854,98.879997,113.940002,2.6560548950680998,-97.3439451049319,3.094179284752599,2.4291380851656506,-0.07886435404401881,-1.0
58,1980-03-25,99.279999,100.58000200000001,97.889999,99.190002,43790000.0,-0.08999699999999677,0.08999699999999677,0.0,17.756099492250684,97.889999,111.290001,9.701513477386076,-90.29848652261391,3.289028236067125,2.601116444791032,-0.07186301847488474,-1.0
59,1980-03-26,99.190002,101.220001,98.099998,98.68,37370000.0,-0.5100020000000001,0.5100020000000001,0.0,16.699096457690544,97.889999,108.959999,7.136413730804013,-92.86358626919599,3.444441092096042,2.7697816327306826,-0.06570727895169626,-1.0
60,1980-03-27,98.68,99.58000200000001,94.230003,98.220001,63680000.0,-0.4599990000000105,0.4599990000000105,0.0,15.72489382018503,94.230003,108.540001,27.882589501410116,-72.11741049858989,3.563265392144075,2.9284785791752515,-0.06838659774257816,-1.0
61,1980-03-28,98.220001,101.43,97.720001,100.68,46720000.0,2.4599990000000105,0.0,2.4599990000000105,38.03224634922342,94.230003,108.540001,45.0733605972552,-54.926639402744804,3.4209974719660607,3.0269824543457324,-0.015450830912363878,1.0
62,1980-03-31,100.68,102.650002,100.019997,102.089996,35840000.0,1.4099959999999925,0.0,1.4099959999999925,47.2640462726654,94.230003,108.400002,55.46925585527565,-44.53074414472435,3.158855183653742,3.0533570209018137,-0.019308376931957305,1.0
63,1980-04-01,102.089996,103.279999,100.849998,102.18,32230000.0,0.09000400000000752,0.0,0.09000400000000752,47.83642021671682,94.230003,107.550003,59.684662162162205,-40.315337837837795,2.9103235988028615,3.024750318525305,-0.020419883432458596,1.0
64,1980-04-02,102.18,103.870003,101.449997,102.68,35210000.0,0.5,0.0,0.5,51.229443661778895,94.230003,106.489998,68.92333153480085,-31.07666846519915,2.6427856728963235,2.9483573510373944,-0.004266902513569426,1.0
65,1980-04-03,102.68,103.339996,101.309998,102.150002,27970000.0,-0.5299980000000062,0.5299980000000062,0.0,47.454189731694086,94.230003,105.720001,68.92950721140251,-31.070492788597488,2.445082152474626,2.8477022708882216,-0.0015638354327793813,-1.0
66,1980-04-07,102.150002,102.269997,99.730003,100.190002,29130000.0,-1.9599999999999937,1.9599999999999937,0.0,36.101842957393366,94.230003,105.720001,51.87119266687436,-48.12880733312564,2.4178253539967614,2.761726859878498,0.009166025475080941,-1.0
67,1980-04-08,100.190002,101.879997,99.230003,101.199997,31700000.0,1.0099949999999893,0.0,1.0099949999999893,44.05891084532543,94.230003,105.720001,60.661403074221596,-39.338596925778404,2.2887263164076046,2.667126726861671,0.02026408871329588,1.0
68,1980-04-09,101.199997,103.599998,101.010002,103.110001,33020000.0,1.9100040000000007,0.0,1.9100040000000007,56.011604999967226,94.230003,105.16999799999999,81.1700370978232,-18.829962902176796,2.0098195713499365,2.5356652687192707,0.044892592217267824,1.0
69,1980-04-10,103.110001,105.0,102.809998,104.08000200000001,33940000.0,0.9700010000000105,0.0,0.9700010000000105,60.90631845080582,94.230003,105.0,91.45776920829233,-8.54223079170767,1.6913457788296284,2.3668013429547066,0.05966199287658336,1.0
70,1980-04-11,104.08000200000001,105.150002,103.199997,103.790001,29960000.0,-0.29000100000000373,0.29000100000000373,0.0,58.654837823262696,94.230003,105.150002,87.54577724778183,-12.454222752218168,1.4455985963186322,2.1825607693739957,0.030889958283671026,-1.0
71,1980-04-14,103.790001,103.91999799999999,102.08000200000001,102.839996,23060000.0,-0.9500050000000044,0.9500050000000044,0.0,51.4639388061027,94.230003,105.150002,78.84609696392829,-21.15390303607171,1.312094985665908,2.008467594298227,0.007346459294601315,-1.0
72,1980-04-15,102.839996,103.940002,101.849998,102.629997,26670000.0,-0.20999899999999627,0.20999899999999627,0.0,49.90349004261553,94.230003,105.150002,76.92302902225543,-23.076970977744566,1.20923760183355,1.8486215823382919,0.004403963593658133,-1.0
73,1980-04-16,102.629997,104.41999799999999,101.129997,101.540001,39730000.0,-1.0899959999999993,1.0899959999999993,0.0,42.23403283012699,94.230003,105.150002,66.94137975653665,-33.05862024346335,1.2015468316781437,1.7192066234837111,-0.011102444487728902,-1.0
74,1980-04-17,101.540001,102.209999,100.120003,101.050003,32770000.0,-0.48999799999999993,0.48999799999999993,0.0,39.11583526664238,97.720001,105.150002,44.81832505809899,-55.181674941901015,1.2207973757090258,1.6195247685539391,-0.010768467728468512,-1.0
75,1980-04-18,101.050003,102.07,99.970001,100.550003,26880000.0,-0.5,0.5,0.0,35.98747968356086,99.230003,105.150002,22.297301063733396,-77.7026989362666,1.2617401371514774,1.5479678391867733,0.003593182880663015,-1.0
76,1980-04-21,100.550003,101.260002,98.949997,99.800003,27560000.0,-0.75,0.75,0.0,31.611743609497893,98.949997,105.150002,13.709763137287906,-86.2902368627121,1.339112855157893,1.506196840939533,-0.013833933216420902,-1.0
77,1980-04-22,100.809998,104.019997,100.809998,103.43,47920000.0,3.629997000000003,0.0,3.629997000000003,59.269325165298746,98.949997,105.150002,72.25805463060122,-27.741945369398774,1.0955570037685618,1.4240688712380332,0.0031034719900739915,1.0
78,1980-04-23,103.43,105.110001,102.809998,103.730003,42620000.0,0.3000029999999896,0.0,0.3000029999999896,60.78179801597595,98.949997,105.150002,77.09680879289608,-22.90319120710392,0.8683720008477565,1.3129294947053993,-0.0033627881751963073,1.0
79,1980-04-24,103.730003,105.43,102.93,104.400002,35790000.0,0.6699990000000042,0.0,0.6699990000000042,64.2068154416198,98.949997,105.43,84.10497649460957,-15.895023505390421,0.6271415523743258,1.1757719038158199,0.005877261721964899,1.0
80,1980-04-25,104.400002,105.57,103.019997,105.160004,28590000.0,0.7600020000000001,0.0,0.7600020000000001,67.87845484550812,98.949997,105.57,93.80670975526759,-6.193290244732406,0.3704824261414643,1.0147140060044313,0.022559394109661346,1.0
81,1980-04-28,105.160004,106.790001,104.639999,105.639999,30600000.0,0.4799950000000024,0.0,0.4799950000000024,70.11263023719808,98.949997,106.790001,85.33161462672723,-14.668385373272763,0.12695193111738945,0.837161589019292,0.029328676683094912,1.0
82,1980-04-29,105.639999,106.699997,104.860001,105.860001,27940000.0,0.2200019999999938,0.0,0.2200019999999938,71.17300181602934,98.949997,106.790001,88.13776115420342,-11.862238845796583,-0.08281409797598371,0.6531664499557697,0.04254480950812667,1.0
83,1980-04-30,105.860001,106.720001,104.5,106.290001,30850000.0,0.4300000000000068,0.0,0.4300000000000068,73.30865430269961,98.949997,106.790001,93.62245223344274,-6.377547766557255,-0.2804659701019858,0.466439964592878,0.051855495739074886,1.0
84,1980-05-01,106.290001,106.860001,104.720001,105.459999,32480000.0,-0.8300020000000075,0.8300020000000075,0.0,62.92576427649,98.949997,106.860001,82.30086862155821,-17.699131378441788,-0.365999530002199,0.2999520647099636,0.04883138591253933,-1.0
85,1980-05-02,105.459999,106.25,104.610001,105.58000200000001,28040000.0,0.12000300000001118,0.0,0.12000300000001118,63.78152824932463,98.949997,106.860001,83.81797278484323,-16.182027215156772,-0.43840115358995035,0.15228142036601716,0.05791581990233019,1.0
86,1980-05-05,105.58000200000001,106.83000200000001,104.639999,106.379997,34090000.0,0.7999949999999956,0.0,0.7999949999999956,69.24256376012552,98.949997,106.860001,93.93168448460969,-6.068315515390306,-0.5538722342221973,0.011050688925065453,0.02852167649618087,1.0
87,1980-05-06,106.379997,107.83000200000001,105.360001,106.25,40160000.0,-0.12999700000000303,0.12999700000000303,0.0,67.33883768081955,98.949997,107.83000200000001,82.20719470315608,-17.792805296843923,-0.627667642649925,-0.11669297776860031,0.024293810152497652,-1.0
88,1980-05-07,106.25,108.120003,105.83000200000001,107.18,42600000.0,0.9300000000000068,0.0,0.9300000000000068,73.3801858369334,98.949997,108.120003,89.74915610742251,-10.250843892577498,-0.7524447500535132,-0.24384333252711002,0.026628332823211975,1.0
89,1980-05-08,107.18,108.019997,105.5,106.129997,39280000.0,-1.0500030000000038,1.0500030000000038,0.0,59.13145210927476,98.949997,108.120003,78.29874920474433,-21.70125079525568,-0.7579427260962888,-0.3466632114360092,0.009223972642678824,-1.0
90,1980-05-09,106.129997,106.199997,104.18,104.720001,30280000.0,-1.4099960000000067,1.4099960000000067,0.0,45.45546178135574,100.809998,108.120003,53.48837654693808,-46.511623453061915,-0.6412281328902338,-0.40557619581626697,-0.008708803565967482,-1.0
91,1980-05-12,104.720001,105.480003,103.5,104.779999,28220000.0,0.05999800000000732,0.0,0.05999800000000732,46.06788896659393,102.809998,108.120003,37.09979557458061,-62.90020442541939,-0.5472600640770935,-0.4339129695028379,-0.010202172584525049,1.0
92,1980-05-13,104.779999,106.760002,104.440002,106.300003,35460000.0,1.5200040000000001,0.0,1.5200040000000001,59.39505900527494,102.93,108.120003,64.93258289060726,-35.06741710939274,-0.5885678723919483,-0.46484395011070434,9.410104342744141e-05,1.0
93,1980-05-14,106.300003,107.889999,106.0,106.849998,40840000.0,0.5499949999999956,0.0,0.5499949999999956,63.19248194779762,103.019997,108.120003,75.09797047297593,-24.902029527024073,-0.658068047196366,-0.5034887695578663,0.013180343383086823,1.0
94,1980-05-15,106.849998,107.989998,106.07,106.989998,41120000.0,0.14000000000000057,0.0,0.14000000000000057,64.17648287918222,103.5,108.120003,75.54103319846334,-24.45896680153666,-0.7161803650422769,-0.5460270886811924,0.013354763906899603,1.0
95,1980-05-16,106.989998,107.889999,106.25,107.349998,31710000.0,0.35999999999999943,0.0,0.35999999999999943,66.8091711886107,103.5,108.120003,83.33323593079922,-16.66676406920078,-0.7822487074170539,-0.5932714124518604,0.009118264968554168,1.0
96,1980-05-19,107.349998,108.43,106.510002,107.66999799999999,30970000.0,0.3199999999999932,0.0,0.3199999999999932,69.13557348981907,103.5,108.43,84.5841379310342,-15.415862068965785,-0.8506094962378086,-0.6447390292295269,0.013364687058823543,1.0
97,1980-05-20,107.66999799999999,108.389999,106.75,107.620003,31800000.0,-0.04999499999999557,0.04999499999999557,0.0,68.27291349390273,103.5,108.43,83.57004056795114,-16.429959432048857,-0.8904876015783145,-0.6938887437149281,0.0041052715058778055,-1.0
98,1980-05-21,107.620003,108.309998,106.540001,107.720001,34830000.0,0.09999799999999937,0.0,0.09999799999999937,69.16099155846277,103.5,108.43,85.59839756592272,-14.40160243407727,-0.9195555969307634,-0.7390221143695875,0.014981664420474772,1.0
99,1980-05-22,107.720001,109.730003,107.339996,109.010002,41040000.0,1.2900010000000037,0.0,1.2900010000000037,78.23097609149767,103.5,109.730003,88.44300717030158,-11.556992829698425,-1.0347121709508258,-0.7981601256978818,0.04096639571269689,1.0
100,1980-05-23,109.010002,111.370003,109.010002,110.620003,45790000.0,1.610000999999997,0.0,1.610000999999997,84.70777931840955,103.5,111.370003,90.47014340401141,-9.529856595988594,-1.2415246759330074,-0.8868330357593572,0.05573586615514281,1.0
101,1980-05-27,110.620003,112.300003,110.349998,111.400002,40810000.0,0.7799990000000037,0.0,0.7799990000000037,86.88845647571333,103.5,112.300003,89.77271939566381,-10.227280604336189,-1.4516068572359586,-0.9997878000694034,0.04797741162810687,1.0
102,1980-05-28,111.400002,112.720001,110.41999799999999,112.059998,38580000.0,0.6599959999999925,0.0,0.6599959999999925,88.49081777843563,103.5,112.720001,92.841616828458,-7.158383171541994,-1.6522886164705284,-1.130287963363239,0.048759944759193985,1.0
103,1980-05-29,112.059998,112.639999,109.860001,110.269997,42000000.0,-1.7900009999999895,1.7900009999999895,0.0,64.01047257578149,103.5,112.720001,73.42729138532638,-26.57270861467362,-1.6479390364040967,-1.2338181779800488,0.03065706198069096,-1.0
104,1980-05-30,110.269997,111.550003,108.870003,111.239998,34820000.0,0.9700009999999963,0.0,0.9700009999999963,69.31776623744805,103.5,112.720001,83.94790846551973,-16.05209153448028,-1.703107211775034,-1.327675984745311,0.036236609897281946,1.0
105,1980-06-02,111.239998,112.150002,110.059998,110.760002,32710000.0,-0.47999599999999987,0.47999599999999987,0.0,63.93450306804802,104.440002,112.720001,76.32851163387822,-23.671488366121768,-1.6886404291495438,-1.3998688736300124,0.028698839578319646,-1.0
106,1980-06-03,110.760002,111.629997,109.769997,110.510002,33150000.0,-0.25,0.25,0.0,61.083640623317926,106.0,112.720001,67.11311501292934,-32.886884987070644,-1.6381234471145802,-1.4475197883289617,0.026853734616602898,-1.0
107,1980-06-04,110.510002,113.449997,110.220001,112.610001,44180000.0,2.099998999999997,0.0,2.099998999999997,72.82724907592764,106.07,113.449997,88.61793575254843,-11.382064247451577,-1.7473590441478137,-1.5074876394947816,0.045395469314932546,1.0
108,1980-06-05,112.610001,114.379997,111.889999,112.779999,49070000.0,0.16999800000000675,0.0,0.16999800000000675,73.57215885565148,106.25,114.379997,80.31982053621915,-19.680179463780846,-1.8265868749389256,-1.5713074865853554,0.03458395496589395,1.0
109,1980-06-06,112.779999,114.010002,112.110001,113.199997,37230000.0,0.41999799999999254,0.0,0.41999799999999254,75.48775712630982,106.510002,114.379997,85.00634371432248,-14.993656285677517,-1.9013408980043067,-1.6373141688705892,0.023323033176920083,1.0
110,1980-06-09,113.199997,114.510002,112.68,113.709999,36820000.0,0.5100020000000001,0.0,0.5100020000000001,77.74766578644048,106.540001,114.510002,89.96232246394945,-10.03767753605055,-1.9789169389422767,-1.705634722886122,0.020736058873679353,1.0
111,1980-06-10,113.709999,115.5,113.16999799999999,114.660004,42030000.0,0.9500050000000044,0.0,0.9500050000000044,81.42786682183336,106.540001,115.5,90.62504359654505,-9.374956403454952,-2.092914549363684,-1.7830906881827184,0.0232019101053349,1.0
112,1980-06-11,114.660004,116.639999,114.220001,116.019997,43800000.0,1.359993000000003,0.0,1.359993000000003,85.41284001264772,107.339996,116.639999,93.33331397850088,-6.666686021499125,-2.266849884000706,-1.8798425273473993,0.052144737067508995,1.0
113,1980-06-12,116.019997,117.010002,114.279999,115.519997,47300000.0,-0.5,0.5,0.0,78.28702351636609,108.870003,117.010002,81.69526802153175,-18.304731978468254,-2.337409791972462,-1.971355980273232,0.03847536027463794,-1.0
